text,media,category,label,url
"pssi memastikan bahwa timnas indonesia bakal absen di cabang olahraga sepakbola asian games 2026. sebab, aturan baru yang sudah ditetapkan tidak berubah. sebelumnya, konfederasi sepakbola asia (afc) dan komite olimpiade asia (oca) menetapkan aturan baru untuk asian games. untuk cabor sepakbola, pesertanya hanya bisa diikuti oleh negara-negara yang lolos piala asia u-23 2026. pada edisi-edisi asian games sebelumnya, cabor sepakbola bisa diikuti oleh setiap negara yang mau ambil bagian. pssi pada maret 2026 sempat berjanji akan mengupayakan indonesia untuk tetap tampil di asian games. scroll to continue with content kini pesta olahraga bangsa asia semakin dekat, upaya pssi tidak membuahkan hasil. garuda akhirnya harus rela absen untuk pertama kalinya di cabor sepakbola setelah sempat rutin berpartisipasi sejak edisi 2014. tidak. kan memang dari aturan asian games (oca) dan afc sudah ada keputusan seperti itu. karena aturan, kata ketum pssi erick thohir saat ditemui wartawan di kantor kemenpora, jakarta, selasa (23/6/2026). timnas indonesia tidak bisa ambil bagian sepakbola asian games karena tidak lolos piala asia u-23. garuda hanya menjadi runner-up babak kualifikasi. di babak kualifikasi indonesia tidak bisa memaksimalkan keuntungan sebagai tuan rumah grup j. indonesia hanya bisa bermain imbang 0-0 dengan laos, menang 5-0 atas makau, lalu kalah 0-1 dari korea selatan. raihan 4 poin membuat indonesia harus puas duduk di bawah korsel yang menjadi juara grup dengan 9 poin. di sisi lain, hanya juara grup dan 4 tim runner-up terbaik yang lolos ke babak utama (china 7 poin, uzbekistan 7 poin, lebanon 7 poin, dan uni emirat arab 6 poin). simak juga video gol ole romeny bawa timnas indonesia tumbangkan mozambik 1-0 : gambas:video 20detik",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8544169/pssi-pastikan-timnas-indonesia-absen-sepakbola-asian-games
"pratama arhan dipastikan berpisah dengan bangkok united. klub thailand itu resmi mengumumkan tidak melanjutkan kerja sama dengan bek kiri timnas indonesia itu setelah kontraknya berakhir. pengumuman tersebut disampaikan bangkok united pada senin (22/6/2026). dengan keputusan itu, berakhir sudah kebersamaan arhan dan bangkok united yang telah berlangsung selama satu setengah musim. bangkok united mengumumkan melepas pratama arhan, bek kiri timnas indonesia, setelah berakhirnya masa kontrak bersama klub, tulis bangkok united. scroll to continue with content arhan bergabung dengan bangkok united pada pertengahan musim 2024/25. kepindahannya ke thailand sempat membuka peluang baru bagi pemain berusia 24 tahun itu untuk mendapatkan menit bermain yang lebih konsisten. pada musim pertamanya, arhan mencatatkan 11 penampilan di thai league 1. kesempatan bermain masih berlanjut pada musim 2025/26 dengan sembilan penampilan di kompetisi domestik hingga februari 2026. namun perjalanan arhan di bangkok united berubah setelah awal februari. laga asean club championship (acc) pada 5 februari 2026 menjadi penampilan terakhirnya bersama klub. tak lama kemudian, bangkok united mengumumkan bahwa arhan harus menjalani operasi akibat cedera serius pada lutut kanan. operasi tersebut dilakukan pada 24 februari dan membuat musimnya berakhir lebih cepat. sejak saat itu, arhan tak lagi tampil hingga kompetisi berakhir. kondisi tersebut turut memengaruhi masa depannya di klub. ketika kontraknya habis pada akhir musim, bangkok united memilih untuk tidak memperpanjang kerja sama. kini arhan akan fokus menyelesaikan proses pemulihan cedera sambil mempertimbangkan langkah berikutnya dalam karier profesionalnya. semoga beruntung, arhan. mulai sekarang, kamu adalah satu-satunya pemain indonesia yang akan terus kami dukung, demikian pernyataan bangkok united. menarik ditunggu ke mana pelabuhan berikutnya bagi pemain yang dikenal dengan lemparan ke dalam jarak jauhnya tersebut setelah pulih dari cedera.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8544014/bangkok-united-resmi-lepas-pratama-arhan
"perombakan skuad persib bandung terus berlanjut. setelah sejumlah pemain asing lebih dulu berpisah, kini giliran penyerang asal spanyol sergio castel yang dipastikan tidak melanjutkan kebersamaan dengan maung bandung. keputusan tersebut diumumkan persib setelah berakhirnya super league 2025/26. sergio dan persib sepakat mengakhiri kerja sama setelah menjalani setengah musim bersama. sergio direkrut pada pertengahan musim saat persib membutuhkan tambahan amunisi di lini depan. namun, penyerang berusia 31 tahun itu gagal memberikan dampak signifikan. sepanjang membela persib, sergio hanya tampil enam kali dan belum mampu mencetak gol. deputy ceo pt persib bandung bermartabat, adhitia putra herawan, menyampaikan apresiasi atas kontribusi yang telah diberikan pemain asal spanyol tersebut. kami menghormati dan mengapresiasi kontribusi yang telah diberikan sergio selama menjadi bagian dari persib, kata adhitia putra herawan, dikutip dari laman resmi klub. setelah berdiskusi dengan tim pelatih dan pihak sergio, kedua belah pihak sepakat untuk tidak melanjutkan kerja sama pada musim berikutnya, ujarnya. meski lini depan tak terlalu produktif, persib tetap mampu mengakhiri musim sebagai juara super league 2025/26. maung bandung mengoleksi poin yang sama dengan borneo fc samarinda, tetapi unggul head-to-head sehingga berhak mengangkat trofi. menariknya, produktivitas gol persib tidak termasuk yang terbaik di papan atas klasemen. beckham putra dkk hanya mencetak 59 gol sepanjang musim. jumlah itu masih di bawah persebaya surabaya, persija jakarta, malut united, dan borneo fc kepergian sergio membuat daftar pemain asing yang meninggalkan persib semakin panjang. sebelumnya, bek kiri prancis layvin kurzawa dipastikan tidak mendapat perpanjangan kontrak. sementara bek italia federico barba memilih mengakhiri kebersamaannya dengan persib setelah kontraknya habis. persib pun masih berpotensi melakukan perubahan skuad menjelang musim 2026/27, terutama untuk memperkuat lini depan yang musim lalu kurang tajam. hatur nuhun, sergio castel martinez, atas segala kontribusi dan kebersamaan yang telah diberikan untuk persib. semoga sukses dan meraih yang terbaik dalam perjalanan karier berikutnya, tutur adhitia. dengan perginya sergio, persib kini memiliki satu slot asing tambahan yang bisa dimanfaatkan untuk mencari penyerang baru demi menghadapi persaingan super league dan kompetisi asia musim depan.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8543944/persib-lepas-sergio-castel-jadi-pemain-asing-ketiga-yang-pergi
"spekulasi soal markas baru adhyaksa fc akhirnya terjawab. klub promosi super league 2026/27 itu resmi menjadikan kalimantan tengah sebagai homebase baru, sekaligus menepis rumor kepindahan ke ternate. kepastian itu ditandai dengan penandatanganan kerja sama antara manajemen adhyaksa fc dan pemerintah provinsi kalimantan tengah di aula isen mulang, palangka raya, senin (22/6/2026) malam. dalam acara tersebut hadir gubernur kalimantan tengah agustiar sabran, wakil gubernur edy pratowo, serta presiden adhyaksa fc eko setyawan. melalui kesepakatan ini, adhyaksa fc akan menggunakan kalimantan tengah sebagai kandang resmi mulai musim super league 2026/27. stadion tuah pahoe diproyeksikan menjadi markas klub yang baru promosi ke kasta tertinggi sepakbola indonesia tersebut. scroll to continue with content presiden adhyaksa fc eko setyawan menjelaskan, rencana berkandang di kalimantan tengah sebenarnya sudah dibahas sejak beberapa tahun terakhir. kerja sama ini merupakan bentuk nyata pemerataan pembangunan sepakbola nasional. saya melihat kalimantan tengah merupakan provinsi besar yang membutuhkan kehadiran klub profesional agar pembinaan sepakbola akar rumput (grassroot) memiliki tujuan dan jenjang yang jelas ke depannya, kata eko dalam keterangannya. kehadiran adhyaksa fc disambut positif pemerintah provinsi kalimantan tengah. pemprov berharap klub tersebut bisa menjadi motor kebangkitan sepakbola daerah sekaligus membuka jalan bagi talenta-talenta muda lokal. gubernur kalimantan tengah agustiar sabran menilai keputusan adhyaksa fc akan memberi dampak positif bagi perkembangan olahraga di wilayahnya. kami menyambut baik dan memberikan apresiasi atas komitmen adhyaksa fc yang memilih kalimantan tengah sebagai rumah baru, ujar agustiar sabran. ini bukan hanya tentang menghadirkan klub sepakbola profesional, tetapi juga tentang membangun ekosistem olahraga yang sehat, membina talenta-talenta muda daerah, serta menumbuhkan kebanggaan masyarakat kalimantan tengah, ucapnya. keputusan ini sekaligus mengakhiri berbagai spekulasi mengenai lokasi kandang adhyaksa fc untuk musim depan. sebelumnya, klub tersebut sempat dikaitkan dengan kepindahan ke ternate. di saat yang sama, peta sepakbola nasional juga mengalami perubahan setelah malut united memutuskan pindah dan berganti identitas menjadi jateng united. kini, adhyaksa fc akan memulai petualangan pertamanya di super league dengan identitas baru sebagai wakil kalimantan tengah.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8543553/adhyaksa-fc-resmi-berkandang-di-kalteng-bukan-ternate
"buffon menjadi salah satu pemain yang meninggalkan pesut etam pada bursa transfer menjelang super league 2026/27. kepergiannya cukup mengejutkan mengingat pemain berusia 20 tahun itu baru saja menikmati musim terbaiknya bersama borneo fc. musim lalu, buffon tampil dalam 23 pertandingan dan menjadi salah satu pemain muda yang mendapat kepercayaan besar di skuad utama. ia juga ikut membawa borneo bersaing ketat dengan persib bandung dalam perebutan gelar juara. borneo dan persib sama-sama mengumpulkan 79 poin di akhir musim. namun, pesut etam harus puas finis di bawah maung bandung karena kalah head-to-head. buffon mengakui keputusan meninggalkan borneo bukan hal yang mudah. apalagi klub asal samarinda itu akan tampil di kompetisi asia musim depan. agak berat juga sih kemarin keputusannya, di last minute. karena berpikir juga kan, apalagi saya pemain muda, kemarin banyak dapat jam bermain, terus tahun depan itu (borneo) main di asia (afc challenge league), kata buffon kepada wartawan. jadi keputusan yang berat sih sebenarnya kalau meninggalkan borneo kemarin. ya semoga saja pilihan ezi nanti bisa jadi yang terbaik lagi, bisa lebih baik lagi ke depannya, ujarnya menambahkan. meski belum mau mengungkap identitas klub tujuan, buffon memberikan sedikit bocoran terkait pertimbangannya memilih pelabuhan baru. faktor kedekatan dengan keluarga menjadi salah satu alasan utama yang membuatnya mempertimbangkan klub di pulau jawa. selain itu, peluang mendapatkan menit bermain juga menjadi perhatian penting bagi pemain kelahiran 2006 tersebut. ini berat, mungkin karena pertama sih dekat keluarga juga, lalu ya di sana (klub baru) juga kemungkinan ada chance juga buat bermain, ucap buffon. saat ditanya lebih lanjut soal lokasi klub barunya, buffon akhirnya memberi kode yang cukup jelas. ya, mungkin pokoknya di jawa lah, sekitar situ, tuturnya. pernyataan itu langsung memunculkan spekulasi terkait masa depan buffon. sejumlah klub jawa yang aktif di bursa transfer dan membutuhkan tambahan pemain muda berpotensi menjadi tujuan berikutnya bagi bek timnas indonesia tersebut. dengan usia yang masih sangat muda dan pengalaman reguler di super league, buffon diprediksi akan menjadi salah satu pemain lokal yang cukup diminati pada bursa transfer musim ini. (mro/krs) alfharezzi buffon borneo fc transfer pemain klub jawa super league sepak bola indonesia bursa transfer pemain muda timnas indonesia karier sepak bola",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8543455/alfharezzi-buffon-kasih-kode-gabung-klub-jawa-usai-tinggalkan-borneo-fc
"milklife soccer challenge (mlsc) all-stars 202 6 berlangsung pada 23 hingga 28 juni. ada 12 tim dari 12 kota yang akan bersaing. ajang ini bergulir di supersoccer arena, kudus, jawa tengah. ini merupakan puncak rangkaian kompetisi musim 2026 yang mempertemukan para pemain terpilih hasil pembinaan dan seleksi sepanjang musim soccer challenge 2025-2026. setelah menyaring ribuan talenta berbakat dari berbagai kota, kami membawa para calon srikandi terbaik ini ke panggung all-star di kudus dengan satu tujuan besar, yaitu mematangkan mental juara dan mempersiapkan mereka menjadi fondasi masa depan tim nasional putri indonesia, kata program director milklife soccer challenge, teddy tjahjono. scroll to continue with content berbeda dengan gelaran tahun lalu yang mempertandingkan 7 vs 7, soccer challenge all-stars 2026 mengadopsi format 9 vs 9 guna meningkatkan level kompetisi serta pembiasaan sebelum melangkah ke jenjang yang lebih profesional. durasi pertandingan diperpanjang menjadi 2x20 menit dengan waktu istirahat 10 menit, sementara tahun lalu 2x15 menit dengan jeda turun minum 5 menit. luas lapangan masih sama, yakni 50 x 35 meter dan gawang berukuran 2 x 5 meter. soccer challenge all-stars 2026 juga berinovasi dengan menambah kuota masing-masing tim dari sebelumnya 14 pemain, menjadi 16 pemain (termasuk cadangan) yang didampingi oleh empat official (tiga pelatih dan satu safe guardian). adapun untuk pemain non-mlsc (guest star), ketentuannya masih sama seperti tahun lalu, yakni masing-masing tim boleh diperkuat oleh maksimal dua guest star dengan syarat maksimal kelahiran tahun 2012 dan masih duduk dibangku kelas 6 sd. tim pemandu bakat kami melihat persaingan yang jauh lebih merata dan kompetitif dibanding tahun sebelumnya. ditambah lagi, all-star tahun ini menjadi bagian penting dari trilogi sepak bola putri nasional, yang akan membuka jalan bagi para pemain terbaik untuk melangkah ke turnamen besar berskala internasional, kata head coach milklife soccer challenge, jacksen f tiago. persaingan menuju gelar juara akan diawali melalui fase grup yang mempertemukan tim-tim dari berbagai daerah dengan karakter permainan yang beragam. pada minggu (21/6), telah dilakukan group drawing untuk babak penyisihan milklife soccer challenge all-stars 2026. grup a: surabaya, jakarta, malang dan samarinda. grup b: solo, yogyakarta, semarang, dan banjarmasin. grup c: kudus, bandung, tangerang, dan bekasi.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8542839/12-tim-dari-12-kota-tampil-di-soccer-challenge-all-stars-2026
"winger asal bosnia luka menalo akan datang ke indonesia. ia diyakini bakal memperkuat klub juara liga 1 yakni persib bandung . kepastian menalo akan datang ke indonesia diungkapkan oleh bekas klubnya sendiri fk sarajevo. klub ibu kota bosnia itu menyebut bahwa kontrak sang pemain telah selesai. menalo setengah musim bersama fk sarajevo setelah bergabung di pertengahan musim bosnian premier league 2025/26. di sana, ia mencatatkan total 21 penampilan dan menyumbang 3 gol. scroll to continue with content setelah menghabiskan waktu di kosovo, menalo akan melanjutkan kariernya di indonesia, dengan tantangan baru akan menantikannya, tulis pernyataan resmi fk sarajevo di laman klub. berkaitan dengan itu, persib disebut-sebut sebagai klub yang akan menampung pemain berusia 29 tahun sebagaimana diwartakan detikjabar. kebetulan persib punya slot untuk menampung menalo. adapun menalo sebelumnya sempat lama berkompetisi di kroasia. ia menghabiskan lima musim bersama raksasa kroasia dinamo zagreb dari musim 2018/19 hingga 2023/24. ia juga sempat berkelana ke sejumlah klub-klub negara lain di slovenia yakni celje dan olimpija ljubljana. pengalaman menalo cukup panjang di sepakbola eropa timur. gambas:instagram",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8542805/winger-bosnia-akan-ke-indonesia-diyakini-gabung-persib-bandung
"persija jakarta resmi disokong aparel asal jerman adidas musim depan. macan kemayoran mencoba mengenang kejayaan masa lalu lewat kerjasama ini. kerjasama ini diumumkan secara resmi oleh adidas indonesia dan persija di adidas brand center grand indonesia, senin (22/6/2026) sore wib. adidas indonesia diwakil senior manager brand activation cinita dewi mayakarti, sementara dari persija ada direktur olahraga bambang pamungkas. kerjasama ini berdurasi lima tahun ini dimulai di super league 2026/202. adidas akan menyediakan apparel dan perlengkapan resmi tim senior serta kelompok usia muda (elite pro academy team). bambang selaku perwakilan persija menyambut gembira kerjasama ini. scroll to continue with content sebab, persija punya cerita sukses bersama adidas di masa lampau, yakni tahun 1970an sampai 1980an. kala itu tim kebanggaan masyarakat ibukota itu meraih tiga gelar liga indonesia. dalam periode tersebut, adidas melahirkan sejumlah jersey ikonik persija yang masih dikenang hingga sekarang. mulai dari jersey merah-putih bergaris horizontal, jersey merah hingga jersey putih dengan sponsor dua perusahaan tembakau terbesar di indonesia saat itu. kerjasama dengan adidas ini menjadi bagian dari strategi kami agar tim memilik daya saing di tingkat nasional, regional, dan insya allah internasional. kami dan adidas memiliki visi yang sama dalam memajukan sepakbola. jadi alangkah bagusnya ketika dua entitas yang punya misi sama bersatu, ujar bambang dalam acara jumpa pers. mungkin teman-teman tidak tahu bahwa adidas dan persija pernah bekerjasama tahun 1970-an sampai awal 1990-an. kerjasama itu menghasilkan tiga gelar, sambungnya. sementara itu, adidas indonesia merasa kolaborasi dengan persija bakal memberi dampak besar untuk sepakbola indonesia. kami melihat persija sebagai sebuah tim yang punya dampak besar ke kancah sepakbola indonesia. setelah bertemu mas bambang dan tim, kami merasa punya visi yang sama untuk membawa sepakbola indonesia lebih maju, papar cinita. kami ingin memberikan sesuatu yang bermakna untuk para pemain, klub, dan suporter. adidas indonesia rencananya akan meluncurkan jersey secara resmi pada 29 agustus. untuk harga jersey, yang termurah alias versi suporter, rencananya di kisaran rp 300 ribu. sementara untuk replika di kisaran rp 1 juta. dear the jak, berminat memilikinya?",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8542795/persija-jakarta-tiga-garis-di-super-league-musim-depan
"pertandingan bertajuk aston villa pre-season tour indonesia 2026 akan digelar di stadion utama gelora bung karno (sugbk), jakarta, pada 1 agustus mendatang. aston villa datang dengan status juara uefa europa league 2025/26 dan salah satu tim empat besar premier league musim lalu. meski membawa nama besar dan sedang menikmati periode terbaiknya dalam beberapa tahun terakhir, promotor memilih menetapkan harga tiket yang relatif terjangkau untuk penggemar sepakbola indonesia. head of marketing communication sound rhythm, ahmad satrio, menegaskan bahwa agenda ini bukan sekadar pertandingan persahabatan biasa. acara ini jauh lebih dari sekadar pertandingan sepak bola. ini merupakan kesempatan bagi para penggemar indonesia untuk menyaksikan sepakbola eropa kelas dunia, berinteraksi dengan pemain-pemain terbaik dunia, serta merasakan atmosfer klub yang baru saja menaklukkan kompetisi eropa dan akan berlaga di uefa champions league musim depan, kata ahmad satrio. menurutnya, aston villa merupakan salah satu klub yang sedang menjadi sorotan di eropa berkat performa impresif dalam dua musim terakhir. kami bangga dapat menghadirkan juara uefa europa league ke indonesia. prestasi aston villa musim ini telah menjadikan mereka salah satu klub paling menarik dan paling banyak diperbincangkan di sepakbola eropa. kami percaya para penggemar sepakbola indonesia layak mendapatkan kesempatan untuk merasakan secara langsung antusiasme tersebut, ujarnya menambahkan. penjualan tiket akan dibuka mulai 27 juni 2026 pukul 10.00 wib secara online. harga tiket dibagi dalam beberapa kategori, mulai dari rp350 ribu hingga rp2,25 juta. harga tersebut belum termasuk pajak pemerintah, biaya platform, dan biaya administrasi lainnya. kedatangan aston villa juga tidak hanya menghadirkan pertandingan melawan indonesia all stars. klub asal birmingham itu dijadwalkan menjalani berbagai agenda selama berada di jakarta. beberapa kegiatan yang telah disiapkan antara lain konferensi pers resmi, sesi latihan terbuka, meet and greet, program pengembangan sepakbola, kegiatan komunitas dan csr, aktivasi sponsor, hingga berbagai aktivitas media. selain itu, laga melawan aston villa juga menjadi kesempatan berharga bagi pemain-pemain indonesia untuk mengukur kemampuan menghadapi salah satu tim terbaik eropa saat ini. kami juga sangat antusias untuk memberikan kesempatan kepada talenta-talenta terbaik sepak bola indonesia untuk menguji kemampuan mereka menghadapi salah satu klub terbaik eropa di hadapan puluhan ribu suporter yang kami yakini akan memenuhi stadion gelora bung karno dengan semangat dan antusiasme luar biasa, ucap ahmad satrio. aston villa dijadwalkan datang ke jakarta sebelum melanjutkan persiapan menuju musim 2026/27, termasuk menghadapi paris saint-germain pada ajang piala super eropa. (mro/krs) aston villa tiket pertandingan indonesia all stars gelora bung karno harga tiket sepak bola eropa pre-season tour uefa europa league acara olahraga penggemar sepak bola",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8542299/harga-tiket-aston-villa-vs-indonesia-all-stars-di-gbk-mulai-rp-350-ribu
"kabar gembira untuk pecinta sepakbola indonesia. klub premier league, aston villa, dipastikan akan datang ke jakarta untuk menjalani laga pramusim melawan indonesia all stars pada 1 agustus 2026. pertandingan bertajuk aston villa pre-season tour indonesia 2026 itu akan digelar di stadion utama gelora bung karno (sugbk), jakarta. kehadiran the villans menjadi salah satu agenda internasional terbesar yang digelar di indonesia tahun ini. aston villa datang dengan status mentereng setelah menjuarai uefa europa league 2025/26. klub asal birmingham itu disebut akan membawa skuad yang dipersiapkan untuk menyambut musim baru, termasuk menghadapi paris saint-germain (psg) di ajang piala super eropa. scroll to continue with content pihak promotor mengindikasikan bahwa aston villa akan membawa skuad terbaiknya. namun juga akan menyesuaikan kondisi terkait agenda klub ke depannya, kata head of marketing communication sound rhythm ahmad satrio di jakarta, senin (22/6/2026). laga melawan indonesia all stars menjadi bagian dari persiapan aston villa sebelum menghadapi psg pada 12 agustus mendatang. karena itu, skuad yang dibawa ke jakarta diperkirakan tidak akan jauh berbeda dengan tim yang disiapkan untuk piala super eropa. daftar pemain yang hadir memang belum ada, tapi dipastikan skuat yang disiapkan mengarungi musim baru liga inggris dan piala super eropa 2026 melawan psg, ujar satrio. tak hanya pemain bintang, aston villa juga berencana membawa trofi uefa europa league yang mereka raih musim lalu. sedikit bocoran nanti aston villa rencananya akan datang membawa trofi europa league yang baru saja mereka menangi musim lalu, ucapnya. sebelum memastikan tur ke indonesia, perwakilan aston villa lebih dulu melakukan inspeksi ke stadion utama gelora bung karno. hasilnya, mereka memberikan penilaian positif terhadap kondisi stadion, khususnya kualitas lapangan. perwakilan aston villa sudah hadir duluan mengecek stadion dan bilang rumput gbk salah satu yang terbaik di asia, tutur satrio. indonesia dipilih sebagai tujuan tur pramusim karena besarnya antusiasme masyarakat terhadap sepakbola eropa, khususnya premier league. kehadiran aston villa sekaligus menambah daftar klub elite eropa yang pernah menyambangi tanah air dalam beberapa tahun terakhir. bagi suporter indonesia, laga ini menjadi kesempatan langka untuk menyaksikan langsung aksi para pemain aston villa di stadion utama gelora bung karno.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8542216/aston-villa-ke-jakarta-lawan-indonesia-all-stars-di-gbk-pada-1-agustus
"klub asal kota kembang bandung, persib, kembali mengharumkan nama sepakbola. pasalnya, bek asing andalannya frans putros, siap turun ke dalam ajang piala dunia bersama timnas irak. kehadiran putros di skuad irak juga menjadi sorotan karena pemain berusia 32 tahun itu merupakan salah satu pemain asing yang berkiprah di liga indonesia. ia pun berpeluang tampil di panggung sepak bola terbesar dunia. dikutip dari berbagai sumber, berikut fakta menarik dari putros: 1. lahir di denmark scroll to continue with content lahir di aarhus, denmark, pada 14 juli 1993, frans putros memulai karir sepakbolanya dalam sistem pembinaan pemain muda di denmark. sebelum membela timnas irak, putros sempat memperkuat tim nasional kelompok umur bersama denmark. pemain berusia 32 tahun ini mengoleksi 4 caps bersama timnas denmark u20 dan u21. pada akhirnya ia memilih membela negara asal keluarganya, irak. di tahun 2018, ia memulai debutnya bersama timnas irak dan berkembang menjadi pemain yang cukup dipercaya oleh lions of mesopotamia. 2. pernah bermain di 3 negara berbeda di level klub kariernya terbilang cukup berwarna. memulai perjalanan profesionalnya bersama agf tim asal denmark, sebelum akhirnya ia berpetualang ke beberapa klub seperti silkeborg, fredericia, hobro, dan viborg. setelah melanglang buana bersama klub di eropa, putros terbang ke asia untuk melanjutkan petualangannya bersama port fc klub asal thailand. selama merumput di asia, putros mendapat banyak pengalaman yang berbeda dibanding eropa. pada 2025, putros berlabuh ke indonesia untuk memulai episode baru dalam karier profesionalnya bersama persib bandung. dengan catatan ini, putros pernah merasakan atmosfer sepakbola di denmark, thailand, dan indonesia. 3. berpeluang ukir sejarah bersama maung bandung dipanggilnya putros oleh graham arnold di piala dunia 2026 membawa kabar baik bagi persib bandung. sebab, putros berpeluang menjadi pemain aktif di liga indonesia pertama yang bermain di panggung sepak bola terbesar itu. putros turut membantu timnas irak berjuang begitu panjang dari fase kualifikasi hingga akhirnya berhasil memastikan tiket piala dunia 2026. jika ia berhasil mendapatkan menit bermain di ajang ini, putros bukan hanya membawa nama irak tetapi juga mewakili maung bandung dan liga indonesia. 4. masuk sebagai pengganti dalam uji coba terakhir meski tampil starter bersama persib bandung, putros masih belum bisa mendapatkan kepercayaan graham arnold dan lebih sering turun dari bangku cadangan bersama timnas irak. dalam uji coba terakhir irak melawan venezuela di seatgeek stadium, amerika serikat, rabu (10/6) kemarin, putros masuk sebagai pengganti dan hanya bermain 26 menit. 5. raih 5 trofi bersama klub dan timnas irak selama karier profesionalnya, putros berhasil meraih 5 trofi di level klub maupun bersama timnas iraq. tiga trofi di level klub yakni divisi 1 denmark (kasta kedua liga denmark) musim 2013/2014 bersama silkeborg, divisi 1 denmark 2020/2021 bersama viborg, dan bri super league (kasta tertinggi liga indonesia) musim ini bersama persib bandung. untuk level internasional, ia berhasil meraih dua trofi untuk timnas irak dalam ajang piala raja thailand 2023 dan 2025. perjalanan panjang putros menuju piala dunia 2026 ini menjadi salah satu cerita yang turut membangkitkan antusiasme publik tanah air menyambut perhelatan akbar tersebut. apalagi euforia piala dunia 2026 sudah terasa di mana-mana, termasuk di indonesia. siapapun bisa ikut merayakannya sambil berburu hadiah miliaran rupiah lewat kampanye terbaru dompet digital dana, festival bola dunia. festival bola dunia berlangsung mulai 12 juni-20 juli 2026. selama kampanye berlangsung, pengguna dana bisa memenangkan total hadiah miliaran rupiah. untuk bisa ikutan campaign-nya, pastikan sudah meng-update aplikasi dana versi terbaru. perbanyak transaksi menggunakan dana untuk mengumpulkan dana points sebanyak-banyaknya. dana points yang terkumpul nantinya bisa dipakai buat ditukar iphone 17 hadiah lainnya di pusat hadiah di aplikasi dana. pengguna juga bisa berkesempatan untuk mendapatkan 2 tipe hadiah: hadiah mingguan hadiah utama. - hadiah mingguan bisa didapatkan tanggal 19 juni, 26 juni, 3 juli 10 juli 2026 mulai jam 10.00 wib. - hadiah utama cuma bisa didapatkan 20 juli 2026 mulai 10.00 wib. - pengguna bisa klaim masing-masing hadiah 1x setiap periode klaim hadiah dibuka selama dana points masih cukup . pengguna juga bisa membeli vip pass cuma dengan harga rp 3.000 untuk mendapatkan dana points lebih banyak. dengan vip pass, pengguna bisa menikmati keuntungan sebagai berikut: - dapat dana points lebih banyak buat dituker jadi iphone 17 voucher jutaan lainnya. - bisa main flip card buat menangin official jersey timnas argentina voucher jutaan lainnya. selain itu, pengguna juga bisa klaim saldo dana s/d rp 10jt per orang, caranya cuma dengan dukung tim jagoan mereka. sebelum match dimulai, user bisa pilih/vote tim jagoan mereka lewat aplikasi dana . kalau tim yang dipilih/vote menang, pengguna bisa kumpulin badge buat nantinya ditukar jadi hadiah saldo dana tersebut.",Detik,Liga Indonesia,1,https://sport.detik.com/sepakbola/liga-indonesia/d-8539526/5-fakta-frans-putros-bek-persib-yang-siap-tampil-di-pesta-bola-dunia-2026
